original_title,year,genre,duration,country,language,imdb_score,worldwide_gross_income,tomatometer_rating
Under the Tuscan Sun,2003,"Comedy, Drama, Romance",113,"USA, Italy","English, Italian, Polish, French, Spanish, German",68.0,58.878723,62.0
American Wedding,2003,Comedy,96,"USA, Germany",English,63.0,232.722935,54.0
Brother Bear,2003,"Animation, Adventure, Comedy",85,USA,"English, Inuktitut, Croatian, Serbian",68.0,250.397798,37.0
Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,85,USA,English,34.0,39.267515,10.0
The Dust Factory,2004,"Drama, Family, Fantasy",99,USA,English,60.0,0.012311,9.0
Freddy vs. Jason,2003,"Action, Horror",97,"Canada, USA",English,57.0,116.632628,41.0
Marigold,2007,"Comedy, Romance",110,"USA, India",English,48.0,0.953308,30.0
Seabiscuit,2003,"Drama, History, Sport",140,USA,English,73.0,148.336445,78.0
Torque,2004,"Action, Comedy, Crime",84,USA,English,41.0,46.546197,23.0
Hollywood Homicide,2003,"Action, Comedy, Crime",116,USA,English,53.0,51.142659,30.0
xXx: State of the Union,2005,"Action, Adventure, Crime",101,USA,English,44.0,71.022693,17.0
Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",157,"UK, USA","English, French",77.0,896.381256,88.0
Mambo Italiano,2003,"Comedy, Drama, Romance",88,Canada,"English, Italian, French",67.0,9.638258,32.0
The Punisher,2004,"Action, Crime, Drama",124,"USA, Germany",English,64.0,54.700105,29.0
16 Years of Alcohol,2003,"Crime, Drama",102,UK,English,63.0,0.008046,80.0
Whisky,2004,"Comedy, Drama",99,"Uruguay, Argentina, Germany, Spain","Spanish, Portuguese, Italian",71.0,0.633761,100.0
Cold Creek Manor,2003,"Drama, Mystery, Thriller",118,"USA, Canada, UK",English,50.0,29.119434,12.0
Scooby-Doo 2: Monsters Unleashed,2004,"Adventure, Comedy, Family",93,"USA, Canada",English,51.0,181.216833,22.0
11:14,2003,"Crime, Drama, Mystery",86,"USA, Canada",English,72.0,3.810792,92.0
Man of the House,2005,"Comedy, Crime",100,USA,English,54.0,21.577624,9.0
The Clearing,2004,"Drama, Mystery, Thriller",95,"Germany, USA, UK",English,58.0,12.520799,43.0
Club Dread,2004,"Comedy, Horror, Mystery",104,"USA, Mexico",English,57.0,7.565807,29.0
Fever Pitch,2005,"Comedy, Drama, Romance",104,"USA, Germany",English,62.0,50.605163,65.0
The Notebook,2004,"Drama, Romance",123,USA,English,78.0,115.882795,53.0
Off the Map,2003,Drama,105,USA,"English, Spanish",72.0,1.319492,70.0
Saved!,2004,"Comedy, Drama",92,"USA, Canada",English,67.0,10.275509,61.0
Troy,2004,"Drama, History",163,"USA, Malta, UK",English,72.0,497.409852,54.0
Intermission,2003,"Comedy, Crime, Drama",105,"Ireland, UK",English,68.0,5.175215,73.0
Garden State,2004,"Comedy, Drama, Romance",102,USA,"English, Klingon",74.0,35.825316,86.0
The Company,2003,"Drama, Music, Romance",112,"Germany, USA",English,63.0,6.415017,72.0
The Ladykillers,2004,"Comedy, Crime, Thriller",104,USA,"English, Vietnamese",62.0,76.665191,54.0
The Passion of the Christ,2004,Drama,127,USA,"Aramaic, Latin, Hebrew",72.0,612.054428,49.0
Starsky & Hutch,2004,"Comedy, Crime",101,USA,"English, Korean",61.0,170.26875,62.0
Wonderland,2003,"Crime, Drama, Mystery",104,"Canada, USA",English,66.0,2.466444,34.0
9 Dead Gay Guys,2002,"Comedy, Crime",83,UK,English,62.0,0.026377,22.0
13 Going on 30,2004,"Comedy, Fantasy, Romance",98,USA,"English, Portuguese",62.0,96.455697,65.0
Barbershop 2: Back in Business,2004,"Comedy, Drama",106,USA,English,57.0,65.991448,68.0
Love Don't Cost a Thing,2003,"Comedy, Romance, Drama",100,USA,English,52.0,21.964072,13.0
On the Road,2012,"Adventure, Drama, Romance",124,"France, USA, UK, Mexico, Canada, Brazil, Germany, Netherlands, Argentina","English, French",61.0,9.617377,44.0
The Prince & Me,2004,"Comedy, Family, Romance",111,"USA, Czech Republic","English, Danish, German",59.0,37.666766,28.0
Rugrats Go Wild,2003,"Animation, Adventure, Comedy",80,USA,English,56.0,55.250496,39.0
The Snow Walker,2003,"Adventure, Drama",103,Canada,"English, Inuktitut",73.0,0.201149,86.0
A Tale of Two Pizzas,2003,"Comedy, Romance",82,USA,English,58.0,0.014831,38.0
Something's Gotta Give,2003,"Comedy, Drama, Romance",128,USA,"English, French",67.0,265.328738,72.0
Birth,2004,"Drama, Fantasy, Mystery",100,"UK, France, Germany, USA",English,61.0,23.925492,38.0
Calendar Girls,2003,"Comedy, Drama",108,"UK, USA",English,69.0,93.400759,74.0
Catch That Kid,2004,"Action, Adventure, Comedy",91,"USA, Germany",English,52.0,16.951702,13.0
Cellular,2004,"Action, Crime, Thriller",94,"USA, Germany",English,65.0,57.678321,55.0
Danny Deckchair,2003,"Comedy, Romance",100,Australia,English,67.0,0.805894,55.0
Live Free or Die Hard,2007,"Action, Thriller",128,"USA, UK","English, Italian, French",71.0,388.156011,82.0
Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",108,USA,English,83.0,74.036715,93.0
Grind,2003,"Adventure, Comedy, Sport",105,USA,English,60.0,5.141166,8.0
The Haunted Mansion,2003,"Comedy, Family, Fantasy",99,USA,English,50.0,182.290266,14.0
Dirty Dancing: Havana Nights,2004,"Drama, Music, Romance",86,USA,"English, Spanish",60.0,27.685016,23.0
The Missing,2003,"Adventure, Thriller, Western",137,USA,"English, Apache languages, Spanish",65.0,38.364277,58.0
Lucky You,2007,"Drama, Romance, Sport",124,"USA, Germany, Australia","English, Spanish",59.0,8.461686,29.0
Merci Docteur Rey,2002,Comedy,91,"France, USA","English, French",63.0,0.019867,0.0
Paparazzi,2004,"Action, Crime, Drama",84,USA,"English, Spanish",58.0,16.796512,18.0
Paycheck,2003,"Action, Mystery, Sci-Fi",119,"USA, Canada",English,63.0,117.248958,27.0
The Polar Express,2004,"Animation, Adventure, Comedy",100,USA,English,66.0,313.500433,56.0
Shopgirl,2005,"Drama, Romance",106,USA,"English, Japanese",63.0,11.675161,60.0
Stuck on You,2003,Comedy,118,USA,English,57.0,65.784503,61.0
This Thing of Ours,2003,"Crime, Drama",100,USA,English,51.0,0.037227,40.0
Van Helsing,2004,"Action, Adventure, Fantasy",131,"USA, Czech Republic, Romania","English, Latin",61.0,300.157638,24.0
Alexandra's Project,2003,"Drama, Mystery, Thriller",103,Australia,English,65.0,1.224975,53.0
The Aviator,2004,"Biography, Drama",170,"Germany, USA",English,75.0,213.719942,86.0
Girls Will Be Girls,2003,"Comedy, Romance",79,USA,English,70.0,0.148047,58.0
Highwaymen,2004,"Action, Crime, Horror",80,"USA, Canada",English,57.0,2.442378,13.0
Daltry Calhoun,2005,"Comedy, Drama, Music",100,USA,English,51.0,0.012551,7.0
Stateside,2004,"Drama, Music, Romance",97,"Germany, USA",English,59.0,0.174318,24.0
Being Julia,2004,"Comedy, Drama, Romance",104,"Canada, USA, Hungary, UK",English,70.0,14.339171,76.0
Hostage,2005,"Action, Crime, Drama",113,"USA, Germany",English,66.0,77.663556,35.0
The Statement,2003,"Thriller, Drama",120,"Canada, France, UK","English, German, Italian, Latin, French",62.0,1.079822,23.0
The Station Agent,2003,"Comedy, Drama",89,USA,"English, Spanish",76.0,8.701337,94.0
"Sex, Politics & Cocktails",2002,"Comedy, Romance",90,USA,English,41.0,0.026087,0.0
Camp,2003,"Comedy, Musical, Drama",114,USA,"English, Spanish",62.0,2.707738,64.0
Unleashed,2005,"Action, Adventure, Crime",103,"France, USA, UK",English,70.0,50.871113,66.0
Dear Wendy,2005,"Comedy, Crime, Drama",105,"Denmark, France, Germany, UK",English,66.0,0.607229,36.0
Dopamine,2003,"Comedy, Drama, Romance",79,USA,English,59.0,0.069544,52.0
Along Came Polly,2004,"Comedy, Romance",90,USA,"English, Spanish",60.0,178.311729,27.0
What Alice Found,2003,"Crime, Drama",96,USA,English,65.0,0.067436,68.0
50 First Dates,2004,"Comedy, Drama, Romance",99,USA,"English, Hawaiian, Mandarin, None",68.0,198.520934,45.0
Eros,2004,"Drama, Romance",104,"USA, Italy, Hong Kong, France, Luxembourg, UK","Mandarin, English, Italian",60.0,1.55302,34.0
The Good Shepherd,2006,"Drama, History, Thriller",167,USA,"English, Spanish, Russian, German, Lingala",67.0,100.266865,55.0
"I, Robot",2004,"Action, Drama, Sci-Fi",115,"USA, Germany",English,71.0,353.133898,56.0
The Lost City,2005,"Drama, Romance",144,USA,"English, Spanish",66.0,4.408011,25.0
The SpongeBob SquarePants Movie,2004,"Animation, Action, Adventure",87,USA,English,71.0,141.067127,68.0
Sky Captain and the World of Tomorrow,2004,"Action, Adventure, Mystery",106,"USA, UK, Italy","English, Tibetan, German",60.0,57.947036,70.0
Alexander,2004,"Action, Biography, Drama",175,"USA, UK, Germany, Netherlands, France, Italy, Morocco, Thailand",English,56.0,167.298192,16.0
L.A. Twister,2004,Comedy,92,USA,English,59.0,0.054,13.0
Superman Returns,2006,"Action, Sci-Fi",154,USA,"English, German, French",60.0,391.081192,75.0
Asylum,2005,"Drama, Romance, Thriller",99,"UK, Ireland",English,61.0,2.788033,36.0
Gothika,2003,"Horror, Mystery, Thriller",98,"USA, France, Canada, Spain",English,58.0,141.591324,15.0
Breakin' All the Rules,2004,"Comedy, Romance",85,USA,English,57.0,12.544254,31.0
Cheaper by the Dozen,2003,"Comedy, Family",98,USA,English,59.0,190.53863,24.0
Eulogy,2004,"Comedy, Drama",91,"UK, Germany, USA",English,66.0,0.089781,34.0
Freedomland,2006,"Crime, Drama, Mystery",113,USA,"English, Italian",51.0,14.655628,23.0
King Arthur,2004,"Action, Adventure, Drama",126,"USA, UK, Ireland","English, Latin, Irish, Welsh, Scottish Gaelic",63.0,203.567857,31.0
Ladder 49,2004,"Action, Drama, Thriller",115,USA,English,65.0,100.572044,41.0
Miracle,2004,"Biography, Drama, History",135,"Canada, USA",English,75.0,64.445708,81.0
Ocean's Twelve,2004,"Crime, Thriller",125,USA,"English, Dutch, French, Italian, Mandarin",65.0,362.74428,55.0
Raising Helen,2004,"Comedy, Drama, Romance",119,USA,English,60.0,49.718611,25.0
Teacher's Pet,2004,"Animation, Adventure, Comedy",73,USA,English,58.0,6.491969,76.0
Ray,2004,"Biography, Drama, Music",152,USA,English,77.0,123.971376,80.0
An Unfinished Life,2005,"Drama, Family, Romance",108,"Germany, USA",English,70.0,18.618284,52.0
Madagascar,2005,"Animation, Adventure, Comedy",86,USA,"Greek, American Sign Language, English, Portuguese, Spanish, German, French",69.0,542.063846,54.0
Walking Tall,2004,"Action, Crime",86,USA,English,63.0,57.22389,26.0
Cinderella Man,2005,"Biography, Drama, History",144,USA,English,80.0,108.539911,80.0
De-Lovely,2004,"Biography, Drama, Music",125,"UK, USA","English, French, Italian",66.0,18.611951,48.0
Never Die Alone,2004,"Action, Crime, Drama",88,USA,English,57.0,5.923,26.0
The Brothers Grimm,2005,"Action, Adventure, Comedy",118,"USA, Czech Republic, UK","English, French, German, Italian",59.0,105.316267,38.0
Lords of Dogtown,2005,"Biography, Drama, Sport",107,"USA, Germany","English, Spanish",71.0,13.411957,55.0
Riding the Bullet,2004,"Horror, Thriller",98,"USA, Germany, Canada",English,52.0,0.264505,26.0
A Cinderella Story,2004,"Comedy, Family, Romance",95,"USA, Canada","English, German, Czech",59.0,70.067909,12.0
The Forgotten,2004,"Drama, Mystery, Sci-Fi",91,USA,English,58.0,117.592831,32.0
The Family Stone,2005,"Comedy, Drama, Romance",103,USA,"English, American Sign Language",63.0,92.884429,53.0
I Heart Huckabees,2004,Comedy,107,"UK, Germany, USA","English, French, Spanish",66.0,20.094909,63.0
Mr. & Mrs. Smith,2005,"Action, Comedy, Crime",120,USA,"English, Spanish",65.0,487.287646,60.0
The Last Shot,2004,"Comedy, Romance",93,USA,English,56.0,0.54133,62.0
The Ballad of Jack and Rose,2005,Drama,112,USA,English,66.0,0.916051,47.0
Elektra,2005,"Action, Adventure, Crime",97,"Canada, USA, Switzerland","English, Japanese",47.0,56.995646,11.0
The Battle of Shaker Heights,2003,"Drama, Romance, Comedy",79,USA,"English, German",60.0,0.280351,39.0
Boogeyman,2005,"Drama, Horror, Mystery",89,"USA, New Zealand, Germany",English,42.0,67.192859,13.0
Robots,2005,"Animation, Adventure, Comedy",91,USA,"English, Italian",63.0,262.51149,64.0
Shall We Dance,2004,"Comedy, Drama, Music",106,USA,English,61.0,170.12846,46.0
Walk the Line,2005,"Biography, Drama, Music",136,"USA, Germany","English, Russian",78.0,186.797986,82.0
Agent Cody Banks 2: Destination London,2004,"Action, Adventure, Comedy",100,"USA, UK",English,46.0,28.818995,14.0
Blade: Trinity,2004,"Action, Adventure, Fantasy",113,USA,"English, Esperanto",59.0,131.977904,26.0
A Home at the End of the World,2004,"Drama, Romance",97,USA,English,67.0,1.644653,50.0
Spartan,2004,"Action, Crime, Drama",106,"Germany, USA","English, Russian, Swedish",65.0,8.112712,65.0
Standing Still,2005,"Comedy, Drama, Romance",90,USA,English,57.0,0.030142,36.0
Stella Street,2004,Comedy,80,"UK, USA",English,58.0,0.004119,12.0
Undertow,2004,"Drama, Thriller",108,USA,English,66.0,0.156767,55.0
Chasing Liberty,2004,"Comedy, Romance",101,"USA, UK, Czech Republic","English, French, German, Hebrew, Italian, Spanish",61.0,12.313323,18.0
Wimbledon,2004,"Comedy, Romance, Sport",98,"UK, France, USA","English, Italian",63.0,41.682237,61.0
10th & Wolf,2006,"Crime, Drama, Thriller",107,USA,"English, Italian",63.0,0.143451,19.0
Constantine,2005,"Action, Fantasy, Horror",121,"USA, Germany","English, Filipino, Tagalog",70.0,230.884728,46.0
King Kong,2005,"Action, Adventure, Drama",187,"New Zealand, USA, Germany",English,72.0,562.363449,84.0
Valiant,2005,"Animation, Adventure, Comedy",76,"UK, USA",English,55.0,61.746888,32.0
The Woodsman,2004,Drama,87,USA,English,72.0,4.678405,88.0
We Don't Live Here Anymore,2004,"Drama, Romance",101,"USA, Canada",English,63.0,3.361213,65.0
Confessions of a Teenage Drama Queen,2004,"Comedy, Family, Music",89,"Germany, USA",English,47.0,33.25189,14.0
Delgo,2008,"Animation, Adventure, Comedy",94,USA,English,43.0,0.694782,11.0
First Daughter,2004,"Comedy, Drama, Romance",106,USA,"English, French",51.0,10.59218,8.0
Happy Endings,2005,"Comedy, Drama, Music",128,USA,English,63.0,1.682206,55.0
Raise Your Voice,2004,"Family, Music, Musical",107,USA,"English, French",59.0,14.867514,15.0
Duma,2005,"Adventure, Drama, Family",100,USA,English,72.0,0.99479,93.0
Inglourious Basterds,2009,"Adventure, Drama, War",153,"Germany, USA","English, German, French, Italian",83.0,321.455689,89.0
Little Black Book,2004,"Comedy, Romance, Drama",107,USA,English,53.0,22.035509,22.0
The Machinist,2004,"Drama, Thriller",101,"Spain, France, UK, USA","English, Spanish",77.0,8.203235,77.0
Welcome to Mooseport,2004,"Comedy, Romance",110,"USA, Germany",English,52.0,14.615099,13.0
Palindromes,2004,"Comedy, Drama",100,USA,"English, Hebrew",67.0,0.809686,43.0
Scary Movie 4,2006,"Comedy, Horror",83,USA,"English, Japanese",51.0,178.26262,35.0
Son of the Mask,2005,"Comedy, Family, Fantasy",94,"USA, Germany, Australia, France",English,22.0,59.981548,6.0
The Terminal,2004,"Comedy, Drama, Romance",128,USA,"English, Bulgarian, Spanish, Russian, Mandarin, German, French",74.0,219.100084,61.0
Kinsey,2004,"Biography, Drama, Romance",118,"USA, Germany",English,70.0,17.050017,90.0
The Life Aquatic with Steve Zissou,2004,"Action, Adventure, Comedy",119,USA,"English, Icelandic, Filipino, Portuguese, French, Tagalog, German, Italian",73.0,34.808403,56.0
The Box,2009,"Drama, Fantasy, Mystery",115,USA,English,56.0,33.334176,44.0
Chrystal,2004,"Crime, Drama",106,USA,English,66.0,0.080858,80.0
Criminal,2004,"Comedy, Crime, Drama",87,USA,"English, Spanish",64.0,1.398053,69.0
Freeze Frame,2004,"Crime, Drama, Mystery",99,"UK, Ireland",English,64.0,0.039663,71.0
Trauma,2004,"Drama, Mystery, Thriller",93,UK,English,47.0,0.258191,29.0
New York Minute,2004,"Comedy, Crime, Family",91,USA,English,50.0,21.289826,11.0
Beyond the Sea,2004,"Biography, Drama, Music",118,"UK, Germany, USA","English, Italian",67.0,8.447615,42.0
Bigger Than the Sky,2005,"Comedy, Drama, Romance",106,USA,English,59.0,0.021398,12.0
Dawn of the Dead,2004,"Action, Horror",101,"USA, Canada, Japan, France",English,73.0,102.278712,75.0
Elephant,2003,"Crime, Drama, Thriller",81,USA,"English, German",72.0,10.012022,73.0
Lymelife,2008,"Comedy, Drama, Romance",95,USA,English,69.0,0.540403,63.0
Secret Window,2004,"Drama, Mystery, Thriller",96,USA,English,66.0,92.913171,46.0
Taking Lives,2004,"Crime, Mystery, Thriller",103,"USA, UK","English, French",63.0,65.470529,22.0
The Final Cut,2004,"Drama, Sci-Fi, Thriller",95,"USA, Canada, Germany",English,62.0,3.222439,37.0
Jailbait,2004,Drama,90,USA,English,58.0,0.005741,17.0
Without a Paddle,2004,"Adventure, Comedy, Mystery",95,"USA, New Zealand",English,59.0,73.02919,14.0
Art School Confidential,2006,"Comedy, Drama, Romance",102,USA,English,63.0,3.306629,36.0
Babylon A.D.,2008,"Action, Adventure, Sci-Fi",90,"France, UK, USA","English, Russian",56.0,72.1092,6.0
A Dirty Shame,2004,Comedy,89,USA,English,51.0,1.914166,53.0
Hair High,2004,"Animation, Comedy, Horror",78,USA,English,68.0,0.005342,75.0
Revolver,2005,"Action, Crime, Drama",111,"France, UK","English, Cantonese",64.0,7.155807,15.0
Syriana,2005,"Drama, Thriller",128,"USA, United Arab Emirates","English, Urdu, Arabic, Persian, French, Mandarin",69.0,93.97462,73.0
Shaun of the Dead,2004,"Comedy, Horror",99,"UK, France, USA",English,79.0,30.081497,91.0
Tenacious D in The Pick of Destiny,2006,"Adventure, Comedy, Music",93,"USA, Germany",English,68.0,13.939963,52.0
The Upside of Anger,2005,"Comedy, Drama",118,"USA, Germany, UK",English,68.0,28.237488,75.0
A Walk Among the Tombstones,2014,"Action, Crime, Drama",114,USA,"English, Spanish, Urdu, Russian",65.0,58.834384,68.0
Whiteout,2009,"Action, Crime, Horror",101,"USA, Canada, France, Turkey","English, Russian",55.0,17.976667,7.0
You Got Served,2004,"Drama, Music",95,USA,English,39.0,50.576805,14.0
Anacondas: The Hunt for the Blood Orchid,2004,"Action, Adventure, Horror",97,"USA, Australia","English, Indonesian",47.0,70.992898,26.0
Happy Feet,2006,"Animation, Adventure, Comedy",108,"USA, Australia",English,64.0,384.336108,76.0
Harold & Kumar Go to White Castle,2004,"Adventure, Comedy",88,"USA, Canada, Germany","English, Hindi",71.0,23.936908,74.0
The Jacket,2005,"Drama, Fantasy, Mystery",103,"Germany, USA",English,71.0,21.73323,44.0
Pride and Prejudice,2003,"Comedy, Romance",104,USA,English,51.0,0.377271,66.0
Soul Plane,2004,Comedy,86,USA,"English, Spanish",45.0,14.821824,18.0
The Squid and the Whale,2005,"Comedy, Drama",81,USA,English,73.0,11.098131,92.0
Toolbox Murders,2004,"Horror, Mystery, Thriller",95,USA,English,53.0,0.18791,53.0
Modigliani,2004,"Biography, Drama",128,"UK, Germany, Romania, France, Italy",English,74.0,1.547008,4.0
After the Sunset,2004,"Action, Comedy, Crime",97,USA,English,63.0,62.657868,18.0
Charlie and the Chocolate Factory,2005,"Adventure, Comedy, Family",115,"UK, USA",English,66.0,474.968763,83.0
D.E.B.S.,2004,"Action, Comedy, Romance",91,USA,English,53.0,0.097446,39.0
Deuce Bigalow: European Gigolo,2005,Comedy,83,USA,"English, Dutch",47.0,45.109561,9.0
Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action, Adventure",122,USA,"English, German, Russian",61.0,790.653942,78.0
Hannibal Rising,2007,"Adventure, Crime, Drama",121,"UK, Czech Republic, France, Italy, USA","English, German, Russian",62.0,82.169884,16.0
The Manchurian Candidate,2004,"Drama, Mystery, Sci-Fi",129,USA,English,66.0,96.10591,80.0
The Village,2004,"Drama, Mystery, Thriller",108,USA,English,65.0,256.69752,43.0
Are We There Yet?,2005,"Adventure, Comedy, Family",95,"USA, Canada",English,47.0,97.918663,12.0
Stage Beauty,2004,Drama,106,"UK, USA, Germany",English,71.0,2.307092,64.0
Elizabethtown,2005,"Comedy, Drama, Romance",123,USA,English,64.0,52.164016,28.0
The Heart Is Deceitful Above All Things,2004,Drama,98,"USA, UK, France, Japan",English,64.0,0.217499,41.0
I'm Not There,2007,"Biography, Drama, Music",135,"Germany, Canada, USA, France",English,69.0,11.792542,77.0
National Treasure,2004,"Action, Adventure, Mystery",131,USA,"English, Spanish",69.0,347.512318,46.0
